gene,annotation
1104|01401,rare lipoprotein a
1104|01402,oxalate formate antiporter
1104|01403,methyltransferase domain-containing protein
1104|01404,methyltransferase domain-containing protein
1104|01405,ras family protein
1104|01406,hypothetical protein CGGC5_3598
1104|01407,hypothetical protein CGGC5_13495
1104|01408,phenylacrylic acid decarboxylase
1104|01409,nucleoside-diphosphate-sugar epimerase family protein
1104|01410,hypothetical protein CGGC5_15206
1104|01411,proteasome regulatory particle subunit
1104|01412,n-acetylglucosaminyl transferase component
1104|01413,mitochondrial atp synthase epsilon chain domain-containing protein
1104|01414,aldolase
1104|01415,nad dependent epimerase dehydratase
1104|01416,binuclear zinc transcription factor
1104|01417,transcription initiation factor tfiid subunit a
1104|01418,phytanoyl- dioxygenase family protein
1104|01419,lps-induced tumor necrosis factor alpha factor
1104|01420,hypothetical protein CGGC5_10019
1104|01421,3-polyprenyl-4-hydroxybenzoate decarboxylase
1104|01422,hypothetical protein CGLO_00428
1104|01423,lps-induced tumor necrosis factor alpha factor
1104|01424,---NA---
1104|01425,hsp70 family chaperone
1104|01426,hypothetical protein CGGC5_11130
1104|01427,cut9 interacting protein
1104|01428,---NA---
1104|01429,kinetochore protein spc24
1104|01430,hypothetical protein CGLO_00595
1104|01431,---NA---
1104|01432,mitochondrial membrane fission protein
1104|01433,hypothetical protein S40288_10053
1104|01434,major facilitator superfamily transporter
1104|01435,gmc oxidoreductase
1104|01436,amino acid permease
1104|01437,cytoplasmic protein
1104|01438,cellulose-binding gdsl lipase acylhydrolase
1104|01439,fad binding domain protein
1104|01440,cytochrome p450
1104|01441,atp-dependent metallopeptidase
1104|01442,integral membrane protein
1104|01443,bzip transcription factor
1104|01444,yer057p uk114 family
1104|01445,cyclophilin type peptidyl-prolyl cis-trans isomerase cld
1104|01446,---NA---
1104|01447,hypothetical protein CGGC5_1150
1104|01448,hypothetical protein CGLO_16082
1104|01449,cell surface
1104|01450,hypothetical protein GLRG_09313
1104|01451,hsp40 co-chaperone
1104|01452,actin interacting protein 3
1104|01453,myb dna-binding domain containing protein
1104|01454,nad dependent epimerase dehydratase
1104|01455,nadph oxidase isoform 2
1104|01456,hypothetical protein CGGC5_1153
1104|01457,short chain dehydrogenase
1104|01458,subtilisin-like protease
1104|01459,deoxyhypusine synthase
1104|01460,major facilitator superfamily transporter
1104|01461,stress responsive a b barrel domain-containing protein
1104|01462,carboxylesterase family protein
1104|01463,hypothetical protein CGLO_16164
1104|01464,ubiquitin-conjugating enzyme
1104|01465,zn -c6 fungal-type dna-binding domain
1104|01466,acyl- dehydrogenase domain-containing protein
1104|01467,pet112 family protein
1104|01468,xpg domain-containing protein
1104|01469,hypothetical protein CGGC5_1151
1104|01470,hypothetical protein CGGC5_1155
1104|01471,c2h2 finger domain-containing protein
1104|01472,hypothetical protein CGGC5_1155
1104|01473,dead deah box helicase
1104|01474,het domain-containing protein
1104|01475,short-chain dehydrogenase
1104|01476,ankyrin repeat protein
1104|01477,hypothetical protein CGLO_14617
1104|01478,extradiol ring-cleavage dioxygenase class iii protein subunit b
1104|01479,extradiol ring-cleavage dioxygenase class iii protein subunit b
1104|01480,hsf-type dna-binding protein
1104|01481,trna splicing endonuclease subunit
1104|01482,c2h2 type zinc finger domain protein
1104|01483,hypothetical protein CGGC5_14420
1104|01484,myb-like dna-binding protein
1104|01485,---NA---
1104|01486,---NA---
1104|01487,---NA---
1104|01488,choline transport protein
1104|01489,dna-binding protein
1104|01490,glycosyl hydrolase family 31
1104|01491,hypothetical protein CGGC5_3577
1104|01492,prostacyclin synthase
1104|01493,cyclophilin type peptidyl-prolyl cis-trans isomerase cld
1104|01494,glycoside hydrolase family 79 protein
1104|01495,beta-lactamase family protein
1104|01496,proline permease
1104|01497,phenylacetone monooxygenase
1104|01498,peptidase family m20 m25 m40
1104|01499,short-chain dehydrogenase reductase family
1104|01500,hexaprenyl pyrophosphate synthetase
1104|01501,isochorismatase hydrolase
1104|01502,hexose transporter
1104|01503,o-methyltransferase protein
1104|01504,major facilitator superfamily transporter
1104|01505,allantoinase
1104|01506,hypothetical protein Cob_04156
1104|01507,abc transporter
1104|01508,cutinase
1104|01509,c6 transcription factor
1104|01510,---NA---
1104|01511,---NA---
1104|01512,---NA---
1104|01513,pot family protein
1104|01514,abc transporter
1104|01515,hypothetical protein CGGC5_1142
1104|01516,acetylxylan esterase precursor
1104|01517,short chain dehydrogenase
1104|01518,aaa family atpase
1104|01519,---NA---
1104|01520,---NA---
1104|01521,sugar transporter
1104|01522,short chain type dehydrogenase
1104|01523,---NA---
1104|01524,hypothetical protein CFIO01_07337
1104|01525,---NA---
1104|01526,---NA---
1104|01527,secreted protein
1104|01528,glycoside hydrolase family 95
1104|01529,c6 transcription factor
1104|01530,mannosyl transferase
1104|01531,histone h1
1104|01532,mucin-desulfating sulfatase (n-acetylglucosamine-6-sulfatase)
1104|01533,nmra-like family partial
1104|01534,hypothetical protein CGGC5_1146
1104|01535,het domain-containing protein
1104|01536,flavin amine oxidase
1104|01537,o-methyltransferase family 3
1104|01538,vacuolar h+-atpase assembly protein
1104|01539,fructose-bisphosphate aldolase
1104|01540,"hypothetical protein CFIO01_08324, partial"
1104|01541,high-affinity nicotinic acid transporter
1104|01542,histidine acid
1104|01543,glycosyl hydrolase family 10
1104|01544,mfs maltose permease
1104|01545,alpha beta hydrolase fold protein
1104|01546,alpha beta hydrolase fold protein
1104|01547,hypothetical protein CGGC5_10683
1104|01548,hypothetical protein CGGC5_1133
1104|01549,transaldolase b
1104|01550,glycylpeptide n-tetradecanoyltransferase
1104|01551,hypothetical protein CGGC5_3565
1104|01552,hypothetical protein CGLO_01259
1104|01553,pectate lyase
1104|01554,gmc oxidoreductase
1104|01555,cation-transporting atpase 4
1104|01556,general amino acid permease
1104|01557,hypothetical protein FGSG_11654
1104|01558,esterase
1104|01559,hypothetical protein CGGC5_10680
1104|01560,---NA---
1104|01561,hypothetical protein CFIO01_00594
1104|01562,heterokaryon incompatibility protein
1104|01563,beta-ketoacyl synthase domain-containing protein
1104|01564,lariat debranching enzyme domain-containing protein
1104|01565,hypothetical protein FOZG_15989
1104|01566,---NA---
1104|01567,---NA---
1104|01568,glycosyl hydrolase family 47
1104|01569,---NA---
1104|01570,hypothetical protein CGGC5_5706
1104|01571,origin recognition complex subunit 6
1104|01572,monooxygenase
1104|01573,4-coumarate- ligase
1104|01574,short chain dehydrogenase reductase
1104|01575,domain-containing protein
1104|01576,4-coumarate:coenzyme a ligase
1104|01577,hypothetical protein CGLO_02156
1104|01578,glycosyl hydrolase
1104|01579,rhamnolipids biosynthesis 3-oxoacyl-
1104|01580,phosphatidylinositol n-acetylglucosaminyltransferase
1104|01581,oxysterol-binding protein
1104|01582,amidohydrolase
1104|01583,prmt5 arginine-n-methyltransferase
1104|01584,dna pantothenate metabolism flavoprotein
1104|01585,acyl- thioesterase ii
1104|01586,phytoene synthase
1104|01587,aldehyde dehydrogenase
1104|01588,nad dependent epimerase
1104|01589,hypothetical protein CGGC5_3535
1104|01590,hypothetical protein CGGC5_14972
1104|01591,hypothetical protein CGLO_14661
1104|01592,short-chain dehydrogenase
1104|01593,cenp-o kinetochore centromere component
1104|01594,cfem domain-containing protein
1104|01595,squalene phytoene synthase
1104|01596,chitinase 18-18
1104|01597,lysine decarboxylase family
1104|01598,major facilitator superfamily transporter
1104|01599,metalloprotease 1
1104|01600,duf914 domain membrane protein
1104|01601,inosine-uridine preferring nucleoside hydrolase
1104|01602,rta1 domain-containing protein
1104|01603,nitrogen assimilation transcription factor partial
1104|01604,hypothetical protein CGGC5_12492
1104|01605,heterokaryon partial
1104|01606,basic region leucine zipper
1104|01607,transcription factor atf21
1104|01608,phytoene desaturase
1104|01609,fad binding domain-containing protein
1104|01610,glycosyl hydrolase family 61
1104|01611,acetyl- transporter 1
1104|01612,c6 zinc finger domain-containing protein
1104|01613,dash family cryptochrome
1104|01614,2-dehydropantoate 2-reductase
1104|01615,trna wybutosine-synthesizing protein
1104|01616,fungal specific transcription factor domain-containing protein
1104|01617,hypothetical protein CGGC5_10646
1104|01618,hypothetical protein CGLO_11987
1104|01619,c6 transcription factor
1104|01620,phytanoyl- dioxygenase
1104|01621,duf1721 domain containing protein
1104|01622,flavocytochrome c
1104|01623,hypothetical protein CGGC5_14973
1104|01624,hypothetical protein CGGC5_14974
1104|01625,flavocytochrome c
1104|01626,duf866 domain protein
1104|01627,hypothetical protein NECHADRAFT_81220
1104|01628,---NA---
1104|01629,ras family protein
1104|01630,dihydrodipicolinate synthase protein
1104|01631,---NA---
1104|01632,smg-4 upf3 family protein
1104|01633,deuterolysin metalloprotease
1104|01634,---NA---
1104|01635,hypothetical protein CGGC5_2828
1104|01636,atp-dependent protease la domain-containing protein
1104|01637,wd domain-containing protein
1104|01638,hypothetical protein CGLO_07203
1104|01639,hypothetical protein CGGC5_15170
1104|01640,serine carboxypeptidase
1104|01641,upf0023 family protein
1104|01642,dna helicase
1104|01643,hypothetical protein CGLO_11865
1104|01644,dephospho- kinase
1104|01645,hypothetical protein CGGC5_3547
1104|01646,mitochondrial import inner membrane translocase subunit tim23
1104|01647,heat repeat protein
1104|01648,ubiquitin carboxyl-terminal hydrolase
1104|01649,3 5 -cyclic nucleotide phosphodiesterase
1104|01650,pyridoxamine phosphate oxidase
1104|01651,insulin-induced protein
1104|01652,hypothetical protein CGGC5_2826
1104|01653,amino acid permease
1104|01654,esterase lipase
1104|01655,hypothetical protein CGGC5_2822
1104|01656,hypothetical protein CGLO_13887
1104|01657,hypothetical protein CGGC5_2821
1104|01658,hypothetical protein CGGC5_2824
1104|01659,domain found in if2b if5
1104|01660,hypothetical protein CGGC5_2839
1104|01661,hypothetical protein CGGC5_2823
1104|01662,nak nak-unclassified protein kinase
1104|01663,cas1p-like protein
1104|01664,cas1p-like protein
1104|01665,40s ribosomal protein s18
1104|01666,cytochrome p450
1104|01667,hypothetical protein CH063_11335
1104|01668,pentatricopeptide repeat domain-containing protein
1104|01669,rnase p rpr2 rpp21 snm1 subunit domain-containing protein
1104|01670,glycerophosphoryl diester phosphodiesterase
1104|01671,bifunctional purine biosynthetic protein
1104|01672,peptidyl-prolyl cis-trans isomerase-like 2
1104|01673,decapping enzyme dcp2
1104|01674,zpr1 zinc-finger domain-containing protein
1104|01675,mitochondrial carrier
1104|01676,hypothetical protein CGGC5_2863
1104|01677,trna-splicing endonuclease subunit
1104|01678,myb-like dna-binding domain-containing protein
1104|01679,domain-containing protein
1104|01680,cytoplasmic trna 2-thiolation protein 2
1104|01681,ferric reductase like transmembrane component
1104|01682,esterase family protein
1104|01683,hypothetical protein CGGC5_3556
1104|01684,dna polymerase
1104|01685,peptidylprolyl isomerase
1104|01686,duf185 domain-containing protein
1104|01687,protein required for cell
1104|01688,guanylate kinase
1104|01689,hypothetical protein CGLO_01233
1104|01690,hypothetical protein CGGC5_15169
1104|01691,wd repeat protein
1104|01692,c2h2 type zinc finger protein
1104|01693,fork head domain-containing protein
1104|01694,saga complex component
1104|01695,skp1 family protein
1104|01696,c6 zinc finger domain-containing protein
1104|01697,pentatricopeptide repeat protein
1104|01698,protein kinase
1104|01699,poly polymerase
1104|01700,hydantoinase b oxoprolinase
1104|01701,sam domain-containing protein
1104|01702,heat shock protein
1104|01703,rna recognition domain-containing protein
1104|01704,60s ribosomal protein l29
1104|01705,rna polymerase iii transcription factor tfiiic
1104|01706,hypothetical protein CGGC5_2857
1104|01707,short-chain dehydrogenase reductase sdr
1104|01708,peroxisomal carrier
1104|01709,hypothetical protein CGGC5_11789
1104|01710,arrestin domain-containing protein
1104|01711,acyltransferase
1104|01712,hypothetical protein CGGC5_2841
1104|01713,pentatricopeptide repeat domain-containing protein
1104|01714,cellulase family protein
1104|01715,glucanase b
1104|01716,endo- - -b-glucanase
1104|01717,threonine synthase
1104|01718,integral membrane protein
1104|01719,hypothetical protein CGGC5_11793
1104|01720,major facilitator superfamily transporter
1104|01721,negative regulator of the pho system
1104|01722,ph domain-containing protein
1104|01723,aminotransferase class i and ii
1104|01724,eukaryotic translation initiation factor 3 subunit clu1
1104|01725,duf895 domain membrane protein
1104|01726,ph domain-containing protein
1104|01727,cyclin-dependent kinase g-1
1104|01728,ribonucleotide reductase small subunit
1104|01729,translation initiation factor 4f
1104|01730,intron-binding protein aquarius
1104|01731,ring finger domain-containing protein
1104|01732,palb protein
1104|01733,helicase associated domain-containing protein
1104|01734,glycine-rich cell wall structural protein 1
1104|01735,secretory pathway protein
1104|01736,phosphotransferase enzyme family protein
1104|01737,misato segment ii myosin-like domain-containing protein
1104|01738,c6 finger domain-containing protein
1104|01739,mitochondrial oxaloacetate transport protein
1104|01740,rna recognition motif containing protein
1104|01741,hypothetical protein CGLO_14191
1104|01742,integral membrane protein
1104|01743,c2h2 finger domain-containing protein
1104|01744,alcohol dehydrogenase -like domain-containing protein
1104|01745,---NA---
1104|01746,---NA---
1104|01747,---NA---
1104|01748,---NA---
1104|01749,mfs monocarboxylic acid transporter
1104|01750,hypothetical protein CGGC5_10411
1104|01751,citrinin biosynthesis oxydoreductase
1104|01752,hypothetical protein CGGC5_10412
1104|01753,hypothetical protein CGGC5_10417
1104|01754,hypothetical protein CGGC5_12467
1104|01755,protein kinase domain-containing protein
1104|01756,transmembrane transporter-like protein
1104|01757,major facilitator superfamily transporter
1104|01758,at hook domain-containing protein
1104|01759,lipase from carbohydrate esterase family ce10
1104|01760,hypothetical protein CGGC5_10420
1104|01761,ydg sra domain-containing protein
1104|01762,hypothetical protein CGGC5_3538
1104|01763,alcohol dehydrogenase
1104|01764,hypothetical protein CGLO_05700
1104|01765,lsm domain-containing protein
1104|01766,calcineurin-like phosphoesterase
1104|01767,gnat family
1104|01768,cell wall glycosyl hydrolase
1104|01769,f-box domain-containing protein
1104|01770,hsp90-like protein
1104|01771,hypothetical protein Cob_06593
1104|01772,dehydrogenase reductase sdr family member 8 precursor
1104|01773,hypothetical protein CGGC5_12458
1104|01774,nad dependent epimerase dehydratase
1104|01775,heterokaryon incompatibility protein
1104|01776,cytochrome p450
1104|01777,hypothetical protein CGGC5_12464
1104|01778,sh3 domain-containing protein
1104|01779,methyltransferase domain-containing protein
1104|01780,heterokaryon incompatibility protein
1104|01781,hypothetical protein CGGC5_12471
1104|01782,cytochrome p450
1104|01783,integral membrane protein
1104|01784,hypothetical protein CGLO_05704
1104|01785,---NA---
1104|01786,---NA---
1104|01787,c6 transcription factor
1104|01788,c6 zinc finger domain protein
1104|01789,salicylate 1-monooxygenase (flavoprotein monooxygenase)
1104|01790,hypothetical protein CGGC5_10387
1104|01791,hypothetical protein CGGC5_13719
1104|01792,domain-containing protein
1104|01793,dash complex subunit dad1
1104|01794,hypothetical protein CGGC5_10381
1104|01795,hypothetical protein CGGC5_12789
1104|01796,membrane protein
1104|01797,dna helicase
1104|01798,hypothetical protein CGGC5_10409
1104|01799,conidiospore surface protein
1104|01800,hypothetical protein CSUB01_01810
1104|01801,hypothetical protein CGGC5_13718
1104|01802,---NA---
1104|01803,major facilitator superfamily transporter
1104|01804,amino acid permease
1104|01805,mannitol 1-phosphate dehydrogenase
1104|01806,hypothetical protein CGGC5_13716
1104|01807,small oligopeptide opt family
1104|01808,37s ribosomal protein rsm25
1104|01809,fad dependent oxidoreductase
1104|01810,cytochrome-c oxidase chain viic
1104|01811,tyrosine phosphatase
1104|01812,fad monooxygenase
1104|01813,hypothetical protein CGGC5_10402
1104|01814,serine threonine protein kinase
1104|01815,aldo keto
1104|01816,methyltransferase domain-containing protein
1104|01817,c6 transcription factor
1104|01818,hypothetical protein CGLO_17425
1104|01819,zinc-binding dehydrogenase
1104|01820,f-box domain-containing protein
1104|01821,dshct domain-containing protein
1104|01822,peptidoglycan binding domain containing protein
1104|01823,duf544 domain-containing protein
1104|01824,lipoxygenase 1
1104|01825,pentatricopeptide repeat protein
1104|01826,3 -bisphosphate nucleotidase
1104|01827,intracellular hyphae protein 1
1104|01828,het domain containing protein
1104|01829,hypothetical protein CGGC5_10384
1104|01830,ankyrin repeat-containing protein
1104|01831,hypothetical protein CGGC5_10406
1104|01832,sodium hydrogen exchanger family protein
1104|01833,#NAME?
1104|01834,serine carboxypeptidase
1104|01835,nacht domain protein
1104|01836,collagen triple helix repeat-containing protein
1104|01837,small secreted protein
1104|01838,opt family small oligopeptide transporter
1104|01839,hypothetical protein CGLO_16115
1104|01840,hypothetical protein CGGC5_4137
1104|01841,opt family small oligopeptide transporter
1104|01842,glycosyltransferase family protein
1104|01843,3-oxo-5-alpha-steroid 4-dehydrogenase
1104|01844,pyoverdine dityrosine biosynthesis
1104|01845,hypothetical protein CGGC5_10397
1104|01846,glycosyl hydrolase family 61
1104|01847,major facilitator superfamily transporter
1104|01848,endoribonuclease l-psp
1104|01849,necrosis inducing protein
1104|01850,terpenoid synthase
1104|01851,cfem domain-containing protein
1104|01852,3 -bisphosphate nucleotidase
1104|01853,catechol dioxygenase
1104|01854,tol-like protein
1104|01855,integral membrane protein
1104|01856,nad dependent epimerase dehydratase family protein
1104|01857,integral membrane protein
1104|01858,lipase b precursor
1104|01859,xenobiotic compound family
1104|01860,hypothetical protein CGGC5_12795
1104|01861,hypothetical protein CGGC5_13720
1104|01862,hypothetical protein FOXB_05051
1104|01863,hypothetical protein CGLO_15369
1104|01864,hypothetical protein CGLO_09662
1104|01865,hypothetical protein CGGC5_12208
1104|01866,oxidoreductase-like protein
1104|01867,cap-gly domain-containing protein
1104|01868,ring finger domain-containing protein
1104|01869,hit zinc finger
1104|01870,succinate- ligase
1104|01871,c6 zinc finger protein
1104|01872,hypothetical protein CGGC5_12214
1104|01873,hypothetical protein CGLO_09664
1104|01874,60s ribosomal protein l15
1104|01875,major facilitator superfamily transporter
1104|01876,vtc domain-containing protein
1104|01877,mrna cleavage factor complex component pcf11
1104|01878,feruloyl esterase b precursor
1104|01879,psp1 domain-containing protein
1104|01880,fggy-family pentulose kinase
1104|01881,#NAME?
1104|01882,dimethylaniline monooxygenase
1104|01883,hypothetical protein CGGC5_12206
1104|01884,hypothetical protein CGGC5_12202
1104|01885,---NA---
1104|01886,prp1 splicing factor
1104|01887,m serotype
1104|01888,hypothetical protein CGGC5_12031
1104|01889,leukotriene a-4 hydrolase aminopeptidase
1104|01890,pentatricopeptide repeat domain-containing protein
1104|01891,ribosomal protein l7ae l30e s12e gadd45 family protein
1104|01892,hypothetical protein CGGC5_12030
1104|01893,esterase lipase
1104|01894,hypothetical protein CGLO_01619
1104|01895,zinc-binding dehydrogenase
1104|01896,flavin-binding monooxygenase
1104|01897,phospholipid metabolism enzyme regulator
1104|01898,hypothetical protein CGGC5_12169
1104|01899,protein phosphatase 2c
1104|01900,thioredoxin-like protein 5
1104|01901,ribosomal protein
1104|01902,ankyrin repeat protein
1104|01903,hypothetical protein CGGC5_12021
1104|01904,rhamnogalacturonase b
1104|01905,hypothetical protein CGGC5_3434
1104|01906,aaa family atpase
1104|01907,dimethyladenosine transferase
1104|01908,dolichol-phosphate mannosyltransferase subunit 3
1104|01909,polarity establishment cellular polarization
1104|01910,---NA---
1104|01911,allergen asp f7
1104|01912,hypothetical protein CGGC5_12011
1104|01913,transcription elongation factor spt6
1104|01914,f-box domain protein
1104|01915,hypothetical protein CGLO_03621
1104|01916,hypothetical protein CGGC5_12015
1104|01917,l-aminoadipate-semialdehyde dehydrogenase large subunit
1104|01918,haloacid dehalogenase-like hydrolase
1104|01919,hypothetical protein CGGC5_12004
1104|01920,hypothetical protein CGGC5_12009
1104|01921,f-box domain protein
1104|01922,non-classical export protein
1104|01923,peptide-n4-(n-acetyl-beta-glucosaminyl)asparagine amidase a
1104|01924,domain found in if2b if5
1104|01925,dna polymerase alpha epsilon subunit b
1104|01926,beta- -endoglucanase
1104|01927,heterokaryon incompatibility protein
1104|01928,ribosomal protein l19
1104|01929,ankyrin repeat partial
1104|01930,protein kinase byr1
1104|01931,major facilitator superfamily transporter
1104|01932,isocitrate lyase
1104|01933,neutral trehalase
1104|01934,peptide alpha-n-acetyltransferase nat2
1104|01935,fad dependent oxidoreductase
1104|01936,hypothetical protein CGGC5_12008
1104|01937,peroxisomal catalase
1104|01938,hypothetical protein CGGC5_9392
1104|01939,---NA---
1104|01940,kelch domain-containing protein
1104|01941,f-box domain-containing protein
1104|01942,hypothetical protein CGGC5_9403
1104|01943,spc97 spc98 family protein
1104|01944,camp-dependent protein kinase regulatory subunit
1104|01945,amp-binding enzyme
1104|01946,cysteine desulfurase
1104|01947,transcription elongation complex subunit
1104|01948,c2h2 type zinc finger domain protein
1104|01949,hypothetical protein CGGC5_9410
1104|01950,cfem domain-containing protein
1104|01951,mismatched base pair and cruciform dna recognition
1104|01952,cytochrome b5-like heme steroid binding domain-containing protein
1104|01953,breast carcinoma amplified sequence 2
1104|01954,stf2-like protein
1104|01955,hypothetical protein CGGC5_12602
1104|01956,respiratory-chain nadh dehydrogenase 24 kda subunit
1104|01957,transcriptional co-activator
1104|01958,tpr domain-containing protein
1104|01959,bar domain-containing protein
1104|01960,carboxymuconolactone decarboxylase
1104|01961,peroxisomal catalase
1104|01962,bzip transcription factor
1104|01963,lem3 family cdc50 family protein
1104|01964,mosc domain-containing protein
1104|01965,---NA---
1104|01966,---NA---
1104|01967,---NA---
1104|01968,tripeptidyl peptidase precursor
1104|01969,gpi anchored protein
1104|01970,zinc-binding dehydrogenase
1104|01971,multiprotein-bridging factor 1
1104|01972,brca1 c terminus domain-containing protein
1104|01973,replication factor-a protein 1
1104|01974,cytochrome p450
1104|01975,benzoate 4-monooxygenase cytochrome p450
1104|01976,cfem domain-containing protein
1104|01977,rrna methylase
1104|01978,dihydroorotase
1104|01979,hypothetical protein CGGC5_9442
1104|01980,u-box domain-containing protein
1104|01981,mitosis inhibitor protein kinase swe1
1104|01982,mmc protein
1104|01983,hypothetical protein CGLO_16879
1104|01984,snf2 family domain-containing protein
1104|01985,cop9 signalosome complex subunit 3
1104|01986,apses transcription factor
1104|01987,hypothetical protein CGLO_06876
1104|01988,amp-binding enzyme
1104|01989,fasciclin domain-containing protein
1104|01990,hypothetical protein CGGC5_9440
1104|01991,dienelactone hydrolase
1104|01992,chromatin remodeling complex subunit
1104|01993,duf636 domain protein
1104|01994,collagen-like protein mcl1
1104|01995,---NA---
1104|01996,---NA---
1104|01997,neutral protease 2
1104|01998,major facilitator superfamily transporter
1104|01999,hypothetical protein CGGC5_12601
1104|02000,glycosyl hydrolase family 43 protein
1104|02001,atp-dependent rna helicase
1104|02002,developmental regulatory protein
1104|02003,secretory aspartyl proteinase sap2p
1104|02004,hypothetical protein CGGC5_11504
1104|02005,biotin synthase
1104|02006,tpr repeat protein
1104|02007,cysteine synthase a
1104|02008,mfs monocarboxylate
1104|02009,acetyltransferase
1104|02010,bzip transcription factor
1104|02011,tat pathway signal sequence
1104|02012,glutathione s-transferase
1104|02013,fucose permease
1104|02014,kinetochore protein mis13
1104|02015,glucose n-acetyltransferase 1
1104|02016,glycoside hydrolase family 5 protein
1104|02017,c6 zinc finger domain protein
1104|02018,hypothetical protein CGGC5_12599
1104|02019,major facilitator superfamily transporter
1104|02020,x-pro dipeptidyl-peptidase c-terminal non-catalytic domain-containing protein
1104|02021,thiol methyltransferase
1104|02022,amidohydrolase
1104|02023,alpha methylacyl-
1104|02024,hypothetical protein CGGC5_6962
1104|02025,hypothetical protein CGGC5_6965
1104|02026,gtp-binding protein
1104|02027,spry domain-containing protein
1104|02028,agmatinase 1
1104|02029,duf1711 domain protein
1104|02030,dual specificity catalytic domain containing protein
1104|02031,short-chain dehydrogenase reductase family oxidoreductase
1104|02032,indoleamine -dioxygenase
1104|02033,dihydroorotate dehydrogenase
1104|02034,hypothetical protein CGGC5_6953
1104|02035,meiotic chromosome segregation protein
1104|02036,transient receptor potential ion channel
1104|02037,hd domain-containing protein
1104|02038,short chain dehydrogenase reductase family protein
1104|02039,hypothetical protein CGGC5_6967
1104|02040,mitochondrial outer membrane protein
1104|02041,sur7 protein
1104|02042,gamma-glutamyl phosphate reductase
1104|02043,hypothetical protein CGGC5_12596
1104|02044,hypothetical protein CGLO_02812
1104|02045,nad dependent epimerase dehydratase family protein
1104|02046,hypothetical protein CGGC5_12606
1104|02047,duf124 domain-containing protein
1104|02048,endoplasmic reticulum vesicle protein 25
1104|02049,fungal specific transcription factor
1104|02050,hypothetical protein CGLO_13758
1104|02051,hypothetical protein CGGC5_6964
1104|02052,---NA---
1104|02053,---NA---
1104|02054,"hypothetical protein CGGC5_5996, partial"
1104|02055,#NAME?
1104|02056,hypothetical protein CGGC5_7745
1104|02057,developmental regulator
1104|02058,dynamin family protein
1104|02059,dynamin family protein
1104|02060,---NA---
1104|02061,guanyl-specific ribonuclease f1
1104|02062,caib baif family enzyme
1104|02063,hypothetical protein CGGC5_7741
1104|02064,epoxide hydrolase
1104|02065,short-chain dehydrogenase reductase sdr
1104|02066,benzoate 4-monooxygenase cytochrome p450
1104|02067,zn 2cys6 transcription factor
1104|02068,major facilitator superfamily transporter
1104|02069,rta1 domain protein
1104|02070,histone transcription regulator
1104|02071,serin endopeptidase
1104|02072,nad-dependent 15-hydroxyprostaglandin dehydrogenase
1104|02073,mfs monocarboxylate
1104|02074,catalase peroxidase hpi
1104|02075,major facilitator superfamily transporter
1104|02076,hypothetical protein CGGC5_13128
1104|02077,hypothetical protein CSUB01_08980
1104|02078,---NA---
1104|02079,class v chitinase chi100
1104|02080,benzoate 4-monooxygenase cytochrome p450
1104|02081,zinc-binding oxidoreductase
1104|02082,chlorogenic acid esterase precursor
1104|02083,amidase family protein
1104|02084,berberine bridge enzyme
1104|02085,hypothetical protein CGLO_05430
1104|02086,sugar porter family mfs transporter
1104|02087,hypothetical protein CFIO01_03969
1104|02088,---NA---
1104|02089,hypothetical protein GLRG_11757
1104|02090,phosphatidylserine decarboxylase
1104|02091,integral membrane protein
1104|02092,cell wall protein
1104|02093,hypothetical protein CGLO_15354
1104|02094,hypothetical protein CGGC5_1964
1104|02095,glutathione s-transferase parb
1104|02096,fad binding domain protein
1104|02097,cytochrome c heme lyase
1104|02098,protein phosphatase 2c
1104|02099,hypothetical protein CGGC5_13115
1104|02100,fad binding domain-containing protein
1104|02101,hypothetical protein CGGC5_1969
1104|02102,cytochrome p450
1104|02103,alpha-l-fucosidase 1
1104|02104,glucans biosynthesis glucosyltransferase h
1104|02105,peptidase s15
1104|02106,zinc finger protein
1104|02107,cyclopropane-fatty-acyl-phospholipid synthase
1104|02108,metalloprotease
1104|02109,fungal specific transcription factor
1104|02110,heterokaryon incompatibility protein
1104|02111,hypothetical protein CGGC5_13116
1104|02112,nad-dependent epimerase dehydratase
1104|02113,hypothetical protein CGLO_15355
1104|02114,peptide transporter mtd1
1104|02115,integral membrane protein
1104|02116,abc1 family protein
1104|02117,hydroxyneurosporene synthase
1104|02118,hypothetical protein CGGC5_1977
1104|02119,glucose ribitol dehydrogenase
1104|02120,isoflavone reductase family protein
1104|02121,aaa family
1104|02122,evolved d-pantonohydrolase
1104|02123,polyketide synthase
1104|02124,hypothetical protein CGGC5_1976
1104|02125,ankyrin repeat-containing protein
1104|02126,sugar porter family mfs transporter
1104|02127,homeobox domain-containing protein
1104|02128,hypothetical protein CGGC5_8133
1104|02129,glycine cleavage system t protein
1104|02130,hypothetical protein CGGC5_11672
1104|02131,microcin immunity protein
1104|02132,haloacid dehalogenase-like hydrolase
1104|02133,exosome complex exonuclease exoribonuclease
1104|02134,hypothetical protein CGGC5_9232
1104|02135,hypothetical protein CGGC5_1988
1104|02136,calcineurin-like phosphoesterase
1104|02137,aminotransferase class-v
1104|02138,vacuolar protein sorting-associated protein 26
1104|02139,leucine rich repeat family protein
1104|02140,cbf nf-y family transcription factor
1104|02141,carboxylesterase family protein
1104|02142,map kinase kinase kinase wis4
